prestation;gir;lieu;annee;age;nb;pop;prevalence;part;recale_gir;decomp6age;decomp8age
APA;GIR1;ensemble;2019;[60,65);1160,2823150434747;4102632;2,82814133717934e-04;0,01184692307697426;FALSE;TRUE;TRUE
APA;GIR2;ensemble;2019;[60,65);3964,1222612942597;4102632;9,66238809938171e-04;0,01057884530312757;FALSE;TRUE;TRUE
APA;GIR3;ensemble;2019;[60,65);3378,0912413202909;4102632;8,23396112866153e-04;0,01244460858828789;FALSE;TRUE;TRUE
APA;GIR4;ensemble;2019;[60,65);11171,4582438083416;4102632;2,72299788131335e-03;0,01902954403977147;FALSE;TRUE;TRUE
APA;GIR1;ensemble;2019;[65,70);2460,2208544076389;3901017;6,30661403015583e-04;0,02511978924150294;FALSE;TRUE;TRUE
APA;GIR2;ensemble;2019;[65,70);11610,2500031782802;3901017;2,97621107602922e-03;0,03098366564359156;FALSE;TRUE;TRUE
APA;GIR3;ensemble;2019;[65,70);9845,1287173172150;3901017;2,52373386666021e-03;0,03626863948779559;FALSE;TRUE;TRUE
APA;GIR4;ensemble;2019;[65,70);30321,0248420673597;3901017;7,77259490078289e-03;0,05164905645893801;FALSE;TRUE;TRUE
APA;GIR1;ensemble;2019;[70,75);4885,3644461913591;3474708;1,40597841493195e-03;0,04988142631032468;FALSE;TRUE;TRUE
APA;GIR2;ensemble;2019;[70,75);22376,4420410614184;3474708;6,43980502564861e-03;0,05971483803567209;FALSE;TRUE;TRUE
APA;GIR3;ensemble;2019;[70,75);17509,5813622219939;3474708;5,03915188333005e-03;0,06450384878073025;FALSE;TRUE;TRUE
APA;GIR4;ensemble;2019;[70,75);48664,7423508372012;3474708;1,40054192613702e-02;0,08289587961917605;FALSE;TRUE;TRUE
APA;GIR1;ensemble;2019;[75,80);7288,0662786333305;2215403;3,28972483951377e-03;0,07441392449356088;FALSE;TRUE;TRUE
APA;GIR2;ensemble;2019;[75,80);32101,1143156304388;2215403;1,44899660764341e-02;0,08566656122563523;FALSE;TRUE;TRUE
APA;GIR3;ensemble;2019;[75,80);24077,9201257474888;2215403;1,08684154195636e-02;0,08870106524058118;FALSE;TRUE;TRUE
APA;GIR4;ensemble;2019;[75,80);62969,3468829365229;2215403;2,84234276485752e-02;0,10726244806300191;FALSE;TRUE;TRUE
APA;GIR1;ensemble;2019;[80,85);13798,6839393010723;1871781;7,37195427205484e-03;0,14088980334605450;FALSE;TRUE;TRUE
APA;GIR2;ensemble;2019;[80,85);58770,9459567893937;1871781;3,13984092993728e-02;0,15683894305327392;FALSE;TRUE;TRUE
APA;GIR3;ensemble;2019;[80,85);44672,0131802931137;1871781;2,38660469255181e-02;0,16456799984547124;FALSE;TRUE;TRUE
APA;GIR4;ensemble;2019;[80,85);111001,0872527467727;1871781;5,93023902116470e-02;0,18908006745756573;FALSE;TRUE;TRUE
APA;GIR1;ensemble;2019;[85,90);23795,9491450076639;1373327;1,73272273428016e-02;0,24296567775742958;FALSE;FALSE;TRUE
APA;GIR2;ensemble;2019;[85,90);93589,5366078853840;1373327;6,81480351059037e-02;0,24975749094150371;FALSE;FALSE;TRUE
APA;GIR3;ensemble;2019;[85,90);71024,1745083560527;1373327;5,17168704236908e-02;0,26164718147674870;FALSE;FALSE;TRUE
APA;GIR4;ensemble;2019;[85,90);156768,1408502498525;1373327;1,14152085301061e-01;0,26704000276744055;FALSE;FALSE;TRUE
APA;GIR1;ensemble;2019;[90,95);25994,8350267196111;671831;3,86925209267206e-02;0,26541713768053465;FALSE;FALSE;TRUE
APA;GIR2;ensemble;2019;[90,95);94810,2021879649546;671831;1,41122100927116e-01;0,25301501719507041;FALSE;FALSE;TRUE
APA;GIR3;ensemble;2019;[90,95);67061,2908806507185;671831;9,98186908324426e-02;0,24704824612991880;FALSE;FALSE;TRUE
APA;GIR4;ensemble;2019;[90,95);118532,4940832248976;671831;1,76432010555072e-01;0,20190912117948714;FALSE;FALSE;TRUE
APA;GIR1;ensemble;2019;[95,Inf];18556,1479946958571;225833;8,21675662755038e-02;0,18946531809361852;FALSE;FALSE;TRUE
APA;GIR2;ensemble;2019;[95,Inf];57499,0266261957877;225833;2,54608611789224e-01;0,15344463860212557;FALSE;FALSE;TRUE
APA;GIR3;ensemble;2019;[95,Inf];33881,9799840929190;225833;1,50031129126801e-01;0,12481841045046624;FALSE;FALSE;TRUE
APA;GIR4;ensemble;2019;[95,Inf];47630,3454941289529;225833;2,10909590246461e-01;0,08113388041461916;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2010;[60,65);5404,6263572075786;4106061;1,31625573931015e-03;0,01284940376432516;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[60,65);1798,1218986741899;4106061;4,37918944378612e-04;0,01261530079400982;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[60,65);3606,5044585333894;4106061;8,78336794931539e-04;0,01296939839179555;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2010;[65,70);10760,9577574565956;2682232;4,01194145676310e-03;0,02558398712096133;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[65,70);4707,7859968698103;2682232;1,75517479355619e-03;0,03302898233325014;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[65,70);6053,1717605867843;2682232;2,25676666320691e-03;0,02176789104232564;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2010;[70,75);21454,3787141788816;2429718;8,82998714837643e-03;0,05100740669030485;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[70,75);10149,7342978072065;2429718;4,17733016663136e-03;0,07120871573864106;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[70,75);11304,6444163716769;2429718;4,65265698174507e-03;0,04065278132863675;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2010;[75,80);46697,7525294158258;2267643;2,05930794791843e-02;0,11102308235180645;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[75,80);20991,2825321805976;2267643;9,25687267889196e-03;0,14727107399712763;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[75,80);25706,4699972352319;2267643;1,13362068002923e-02;0,09244337681380867;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2010;[80,85);87745,2654499312484;1809747;4,84848243704403e-02;0,20861281976883825;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[80,85);33671,8258983488922;1809747;1,86058194313066e-02;0,23623549232363195;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[80,85);54073,4395515823562;1809747;2,98790049391337e-02;0,19445421127923257;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2010;[85,Inf];248550,0263270419673;1679621;1,47979827786770e-01;0,59092330030376394;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2010;[85,Inf];71216,2493761193618;1679621;4,24001899095804e-02;0,49964043481333942;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2010;[85,Inf];177333,7769509225909;1679621;1,05579637877189e-01;0,63771234114420072;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[60,65);6704,7898602614041;4121143;1,62692482650114e-03;0,01548217310399552;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[60,65);1706,5004206756737;4121143;4,14084253003517e-04;0,01178023472148975;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[60,65);4998,2894395857293;4121143;1,21284057349763e-03;0,01734289675944544;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[65,70);11260,8559449870700;2966697;3,79575532822768e-03;0,02600268236186744;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[65,70);4951,4743399903700;2966697;1,66901922912598e-03;0,03418078849311097;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[65,70);6309,3816049967008;2966697;2,12673609910169e-03;0,02189208030347103;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[70,75);21150,7236172047706;2370880;8,92104350165541e-03;0,04883958649578970;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[70,75);9956,1296503544618;2370880;4,19933933828556e-03;0,06872869339951353;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[70,75);11194,5939668503106;2370880;4,72170416336985e-03;0,03884262601788966;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[75,80);45230,2711404290603;2253255;2,00733033502329e-02;0,10444218266811929;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[75,80);20473,8476879042682;2253255;9,08634295182049e-03;0,14133411776133448;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[75,80);24756,4234525247957;2253255;1,09869603984124e-02;0,08589900630201139;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[80,85);87455,9618254955567;1832893;4,77147121111246e-02;0,20194642459770645;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[80,85);33337,7632421056405;1832893;1,81886030674489e-02;0,23013570423027549;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[80,85);54118,1985833899089;1832893;2,95261090436757e-02;0,18777750712185420;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2011;[85,Inf];261262,5632847202360;1758181;1,48598217865351e-01;0,60328695077252159;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2011;[85,Inf];74435,6105171581585;1758181;4,23367164797926e-02;0,51384046139427586;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2011;[85,Inf];186826,9527675620920;1758181;1,06261501385558e-01;0,64824588349532819;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[60,65);5698,9823640087161;4119546;1,38340058929035e-03;0,01305563094886588;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[60,65);1522,8271873681069;4119546;3,69658983627834e-04;0,01072164740633107;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[60,65);4176,1551766406092;4119546;1,01374160566252e-03;0,01418134386867670;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[65,70);11965,1964155430269;3232773;3,70121762819197e-03;0,02741071627428951;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[65,70);4997,2421606876687;3232773;1,54580669929119e-03;0,03518368262359756;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[65,70);6967,9542548553572;3232773;2,15541092890078e-03;0,02366170584417834;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[70,75);20420,6908652971179;2370637;8,61401001726419e-03;0,04678115962279683;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[70,75);9455,6368221035664;2370637;3,98864812373365e-03;0,06657354481839117;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[70,75);10965,0540431935515;2370637;4,62536189353054e-03;0,03723501530664827;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[75,80);44466,8140910392685;2228594;1,99528555183399e-02;0,10186771552598363;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[75,80);19799,4077587889733;2228594;8,88425965374984e-03;0,13940010436167560;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[75,80);24667,4063322502916;2228594;1,10685958645901e-02;0,08376531923495593;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[80,85);84510,5388993456436;1864935;4,53155412383518e-02;0,19360270600724097;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[80,85);31400,4537769404596;1864935;1,68372912605214e-02;0,22107865986882441;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[80,85);53110,0851224051803;1864935;2,84782499778304e-02;0,18035066901450403;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2012;[85,Inf];269453,0546676818631;1821213;1,47952521021804e-01;0,61728207162082316;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2012;[85,Inf];74857,3801850189921;1821213;4,11030341783300e-02;0,52704236092118029;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2012;[85,Inf];194595,6744826628710;1821213;1,06849486843473e-01;0,66080594673103665;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[60,65);6098,6112166178027;4096081;1,48888931068936e-03;0,01373341608054063;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[60,65);1370,7723041206507;4096081;3,34654589135481e-04;0,00956501719659512;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[60,65);4727,8389124971527;4096081;1,15423472155388e-03;0,01571964290199817;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[65,70);12721,7550065978212;3481510;3,65409118646731e-03;0,02864802306207707;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[65,70);5010,6272599324584;3481510;1,43921093431656e-03;0,03496330919650962;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[65,70);7711,1277466653628;3481510;2,21488025215075e-03;0,02563881231842675;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[70,75);19885,3503285540646;2403400;8,27384136163521e-03;0,04477966872608775;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[70,75);8905,2572471015974;2403400;3,70527471378114e-03;0,06213937825602062;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[70,75);10980,0930814524654;2403400;4,56856664785407e-03;0,03650783063164219;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[75,80);42194,7565747285698;2229429;1,89262616457975e-02;0,09501805048317942;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[75,80);18207,3370832653891;2229429;8,16681629388753e-03;0,12704771739414206;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[75,80);23987,4194914631771;2229429;1,07594453519099e-02;0,07975603135494072;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[80,85);84127,3462653953757;1875053;4,48666497775772e-02;0,18944572935986123;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[80,85);31550,3257448523873;1875053;1,68263647720104e-02;0,22015283457399726;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[80,85);52577,0205205429884;1875053;2,80402850055668e-02;0,17481390604262970;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2013;[85,Inf];279043,1372333225445;1889685;1,47666482632461e-01;0,62837511228825393;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2013;[85,Inf];78266,6933935747657;1889685;4,14178518607994e-02;0,54613174338273529;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2013;[85,Inf];200776,4438397477788;1889685;1,06248630771662e-01;0,66756377675036249;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[60,65);5344,3340399999997;4081728;1,30933125382191e-03;0,01195625003118856;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[60,65);1363,1750400000001;4081728;3,33970083258855e-04;0,00968523002421308;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[60,65);3981,1589999999997;4081728;9,75361170563056e-04;0,01300000000000000;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[65,70);13622,4916200000007;3709373;3,67245127950195e-03;0,03047599843824337;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[65,70);5200,8091199999999;3709373;1,40207229631531e-03;0,03695125802716075;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[65,70);8421,6825000000008;3709373;2,27037898318665e-03;0,02750000000000000;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[70,75);19621,1358599999985;2446482;8,02014315249407e-03;0,04389605973021850;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[70,75);8749,5093600000000;2446482;3,57636367649547e-03;0,06216443836193284;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[70,75);10871,6265000000003;2446482;4,44377947599860e-03;0,03550000000000000;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[75,80);41562,7881000000052;2216875;1,87483679052721e-02;0,09298353785477610;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[75,80);17706,4583999999995;2216875;7,98712530025373e-03;0,12580271607537635;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[75,80);23856,3296999999984;2216875;1,07612426050183e-02;0,07790000000000000;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[80,85);82399,3632000000071;1894538;4,34931171610176e-02;0,18434240477040192;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[80,85);30338,0532000000021;1894538;1,60134308206011e-02;0,21554900515843775;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[80,85);52061,3099999999977;1894538;2,74796863404165e-02;0,16999999999999998;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2014;[85,Inf];284440,7100600000122;1960401;1,45093126385877e-01;0,63634574917517150;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2014;[85,Inf];77389,8177600000054;1960401;3,94765243233400e-02;0,54984735235287929;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2014;[85,Inf];207050,8923000000068;1960401;1,05616602062537e-01;0,67610000000000003;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[60,65);5092,7198657397057;4055390;1,25579040874976e-03;0,01139371681683916;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[60,65);1509,8632214518259;4055390;3,72310239323919e-04;0,01068604776225246;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[60,65);3582,8566442878800;4055390;8,83480169425846e-04;0,01172081573436582;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[65,70);14371,1750953144183;3937310;3,64999837333469e-03;0,03215199415596386;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[65,70);5590,3898494533378;3937310;1,41985006246735e-03;0,03956595014177961;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[65,70);8780,7852458610796;3937310;2,23014831086734e-03;0,02872511408846264;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[70,75);20488,9657397022420;2520074;8,13030321320019e-03;0,04583905646932329;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[70,75);9334,9114457343112;2520074;3,70422116403499e-03;0,06606777895390754;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[70,75);11154,0542939679308;2520074;4,42608204916520e-03;0,03648893272889919;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[75,80);41351,8267226330499;2194421;1,88440717267257e-02;0,09251461222249061;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[75,80);17850,4272558206649;2194421;8,13445881889604e-03;0,12633629028256904;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[75,80);23501,3994668123851;2194421;1,07096129078296e-02;0,07688155011431666;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[80,85);79424,2474184785533;1881130;4,22215622622990e-02;0,17769235444590342;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[80,85);30236,8745572691223;1881130;1,60737825441459e-02;0,21400129568658632;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[80,85);49187,3728612094346;1881130;2,61477797181532e-02;0,16090962910361398;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2015;[85,Inf];286247,2317250421038;2027059;1,41213073583473e-01;0,64040826588947974;FALSE;TRUE;FALSE
APAdom;GIR12;domicile;2015;[85,Inf];76770,4845389059628;2027059;3,78728416582379e-02;0,54334263717290499;FALSE;TRUE;FALSE
APAetab;GIR12;établissement;2015;[85,Inf];209476,7471861361410;2027059;1,03340231925236e-01;0,68527395823034176;FALSE;TRUE;FALSE
APA;GIR12;ensemble;2016;[60,65);4549,9950860655517;4064409;1,11947274156355e-03;0,00999802841462611;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2016;[60,65);1205,0345074240224;4064409;2,96484558375897e-04;0,00839371194381909;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2016;[60,65);3344,9605786415295;4064409;8,22988183187649e-04;0,01073736496366176;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2016;[65,70);13113,1927263145844;3951340;3,31866979969190e-03;0,02881455276417255;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2016;[65,70);5083,9563442885237;3951340;1,28664107474642e-03;0,03541248389652439;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2016;[65,70);8029,2363820260589;3951340;2,03202872494548e-03;0,02577394841775327;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2016;[70,75);21100,6677845198574;2784330;7,57836455611219e-03;0,04636600086081411;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2016;[70,75);9350,4673745079454;2784330;3,35824682221861e-03;0,06513102255426202;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2016;[70,75);11750,2004100119102;2784330;4,22011773389358e-03;0,03771828911948048;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2016;[75,80);38404,9301144239362;2143146;1,79198851195504e-02;0,08438988950156609;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2016;[75,80);16468,5266844471735;2143146;7,68427661225468e-03;0,11471212506921767;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2016;[75,80);21936,4034299767627;2143146;1,02356085072957e-02;0,07041612720991779;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2016;[80,85);75355,6458528140793;1885428;3,99673951234489e-02;0,16558433013395196;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2016;[80,85);28983,7728557078626;1885428;1,53725164024868e-02;0,20188753010563346;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2016;[80,85);46371,8729971062130;1885428;2,45948787209621e-02;0,14885428772996639;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2016;[85,90);123475,6009848517861;1307890;9,44082460947417e-02;0,27132173635534307;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2016;[85,90);38830,2757799861647;1307890;2,96892519860127e-02;0,27047370642770474;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2016;[85,90);84645,3252048656141;1307890;6,47189941087290e-02;0,27171254423619939;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2016;[90,95);116028,9952397464949;632008;1,83587858444429e-01;0,25495877894027036;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2016;[90,95);29960,2765785958036;632008;4,74049008534636e-02;0,20868940250969412;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2016;[90,95);86068,7186611506913;632008;1,36182957590965e-01;0,27628165489317097;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2016;[95,Inf];63060,2055454444344;176808;3,56659232305351e-01;0,13856668302925576;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2016;[95,Inf];13681,6476912717153;176808;7,73813837115499e-02;0,09530001749314460;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2016;[95,Inf];49378,5578541727155;176808;2,79277848593801e-01;0,15850578342984981;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2017;[60,65);4921,2877806326605;4064964;1,21065962223347e-03;0,01049212676347461;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2017;[60,65);1277,8451493587290;4064964;3,14355834235858e-04;0,00857682381461415;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2017;[60,65);3643,4426312739315;4064964;8,96303787997614e-04;0,01138370824215751;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2017;[65,70);14135,9260293768166;3946197;3,58216430385427e-03;0,03013762544084650;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2017;[65,70);5308,4385152865052;3946197;1,34520362650078e-03;0,03562993677220806;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2017;[65,70);8827,4875140903114;3946197;2,23696067735349e-03;0,02758093170155286;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2017;[70,75);23439,7467116198022;3036205;7,72008040024300e-03;0,04997326000115278;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2017;[70,75);10054,6287904865203;3036205;3,31157770654041e-03;0,06748609540101690;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2017;[70,75);13385,1179211332819;3036205;4,40850269370259e-03;0,04182096237584453;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2017;[75,80);38819,4639347486445;2145296;1,80951551369828e-02;0,08276263340997972;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2017;[75,80);16490,1145136204941;2145296;7,68663835369128e-03;0,11068070879880167;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2017;[75,80);22329,3494211281504;2145296;1,04085167832915e-02;0,06976665334742309;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2017;[80,85);75377,0560684265365;1871322;4,02801100336695e-02;0,16070298315815904;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2017;[80,85);29376,3706779451422;1871322;1,56981912668932e-02;0,19717252575085001;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2017;[80,85);46000,6853904814052;1871322;2,45819187667763e-02;0,14372625959021071;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2017;[85,90);122255,1529536869057;1335278;9,15578276236760e-02;0,26064652575817454;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2017;[85,90);39304,8452832165131;1335278;2,94357019910584e-02;0,26381188145057405;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2017;[85,90);82950,3076704703999;1335278;6,21221256326176e-02;0,25917303953477266;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2017;[90,95);119223,3908638012799;638648;1,86680911650551e-01;0,25418284519696838;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2017;[90,95);31945,8991421553437;638648;5,00211370616605e-02;0,21441905435819078;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2017;[90,95);87277,4917216459435;638648;1,36659774588891e-01;0,27269305500746749;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2017;[95,Inf];70873,7555623822554;193852;3,65607554022565e-01;0,15110200027124446;FALSE;FALSE;TRUE
APAdom;GIR12;domicile;2017;[95,Inf];15230,0121653296264;193852;7,85651536498443e-02;0,10222297365374436;FALSE;FALSE;TRUE
APAetab;GIR12;établissement;2017;[95,Inf];55643,7433970526326;193852;2,87042400372721e-01;0,17385539020057122;FALSE;FALSE;TRUE
APA;GIR12;ensemble;2018;[60,65);5321,4319268989148;4081517;1,30378776491655e-03;0,01126219206034891;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2018;[60,65);1313,1731763484170;4081517;3,21736544610354e-04;0,00860484438564653;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2018;[60,65);4008,2587505504980;4081517;9,82051220306199e-04;0,01252990002163990;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2018;[65,70);14435,7479700690819;3915876;3,68646708171277e-03;0,03055158243252262;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2018;[65,70);5548,4680037726421;3915876;1,41691616480518e-03;0,03635750760913718;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2018;[65,70);8887,2799662964389;3915876;2,26955091690759e-03;0,02778182157694379;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2018;[70,75);25837,8527092735094;3263563;7,91706877093334e-03;0,05468281162593405;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2018;[70,75);10935,2560758867494;3263563;3,35071088742174e-03;0,07165557334323369;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2018;[70,75);14902,5966333867600;3263563;4,56635788351160e-03;0,04658582629016104;FALSE;TRUE;TRUE
APA;GIR12;ensemble;2018;[75,80);39852,8667492751410;2177629;1,83010360117702e-02;0,08434395960550928;FALSE;TRUE;TRUE
APAdom;GIR12;domicile;2018;[75,80);16904,4743490381625;2177629;7,76278895488541e-03;0,11077013589259650;FALSE;TRUE;TRUE
APAetab;GIR12;établissement;2018;[75,80);22948,3924002369786;2177629;1,05382470568848e-02;0,07173715079966807;FALSE;TRUE;TRUE
