prestation;gir;lieu;annee;age;nb;pop;prevalence;part;recale_gir;decomp6age;decomp8age
AidesMenag;Ensemble;domicile;2002;[60,65);3026,5799999999999;2666018;1,13524364801738e-03;0,06000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2002;[65,70);4539,8699999999999;2685792;1,69032821603460e-03;0,09000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2002;[70,75);7062,0200000000004;2574174;2,74341206150012e-03;0,14000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2002;[75,80);10593,0299999999988;2150584;4,92565275292665e-03;0,20999999999999996;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2002;[80,85);10593,0299999999988;1440240;7,35504499250125e-03;0,20999999999999996;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2002;[85,Inf];14628,4699999999993;1123121;1,30248388196819e-02;0,28999999999999998;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[60,65);5869,6000000000004;2666018;2,20163554784701e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[65,70);17608,7999999999993;2685792;6,55627837151946e-03;0,06000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[70,75);32282,7999999999993;2574174;1,25410325797712e-02;0,11000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[75,80);55761,1999999999971;2150584;2,59283989837179e-02;0,19000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[80,85);70435,1999999999971;1440240;4,89051824695884e-02;0,23999999999999999;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2002;[85,Inf];111522,3999999999942;1123121;9,92968700611955e-02;0,38000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[60,65);9249,8400000000001;2666018;3,46953396413678e-03;0,08000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[65,70);12718,5300000000007;2685792;4,73548584551596e-03;0,11000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[70,75);16187,2200000000012;2574174;6,28831617443110e-03;0,14000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[75,80);18499,6800000000003;2150584;8,60216573730670e-03;0,16000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[80,85);18499,6800000000003;1440240;1,28448591901350e-02;0,16000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2002;[85,Inf];40468,0499999999956;1123121;3,60317810814685e-02;0,34999999999999998;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[60,65);6068,7399999999998;2666018;2,27633121756867e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[65,70);12137,4799999999996;2685792;4,51914370137375e-03;0,04000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[70,75);21240,5900000000038;2574174;8,25141967870082e-03;0,07000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[75,80);36412,4399999999951;2150584;1,69314195585943e-02;0,11999999999999998;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[80,85);60687,4000000000015;1440240;4,21370049436205e-02;0,20000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2002;[85,Inf];166890,3500000000058;1123121;1,48595164724015e-01;0,55000000000000004;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[60,65);2853,1300000000001;2701115;1,05627861086996e-03;0,07000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[65,70);3668,3099999999999;2670697;1,37354031550565e-03;0,09000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[70,75);5706,2600000000002;2573462;2,21734768183871e-03;0,14000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[75,80);7744,2100000000000;2170161;3,56849560931194e-03;0,19000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[80,85);9374,5699999999997;1583209;5,92124602626690e-03;0,22999999999999998;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2003;[85,Inf];11412,5200000000004;1085077;1,05177051951152e-02;0,28000000000000003;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[60,65);8451,8600000000006;2701115;3,12902634652727e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[65,70);21129,6500000000015;2670697;7,91166126295870e-03;0,05000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[70,75);46485,2300000000032;2573462;1,80633053839536e-02;0,11000000000000001;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[75,80);76066,7399999999907;2170161;3,50511966623674e-02;0,17999999999999997;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[80,85);114100,1100000000006;1583209;7,20688866725745e-02;0,27000000000000002;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2003;[85,Inf];156359,4100000000035;1085077;1,44099828860072e-01;0,37000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[60,65);8011,2900000000009;2701115;2,96591962948634e-03;0,07000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[65,70);12589,1700000000001;2670697;4,71381440874798e-03;0,11000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[70,75);16022,5800000000017;2573462;6,22607988771546e-03;0,14000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[75,80);18311,5200000000004;2170161;8,43786244430713e-03;0,16000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[80,85);20600,4599999999991;1583209;1,30118386138533e-02;0,17999999999999999;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2003;[85,Inf];38911,9800000000032;1085077;3,58610310604685e-02;0,34000000000000002;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[60,65);7071,9600000000000;2701115;2,61816323999534e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[65,70);14143,9200000000001;2670697;5,29596580967440e-03;0,04000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[70,75);24751,8600000000006;2573462;9,61811753971887e-03;0,07000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[75,80);42431,7600000000020;2170161;1,95523557929573e-02;0,12000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[80,85);74255,5800000000017;1583209;4,69019440895043e-02;0,20999999999999999;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2003;[85,Inf];190942,9200000000128;1085077;1,75971769745373e-01;0,54000000000000004;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[60,65);3321,9000000000001;2745892;1,20977081400142e-03;0,09000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[65,70);3321,9000000000001;2652896;1,25217875107053e-03;0,09000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[70,75);5167,4000000000005;2585613;1,99852027352895e-03;0,14000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[75,80);7012,8999999999996;2195597;3,19407432238248e-03;0,19000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[80,85);8858,3999999999996;1704515;5,19702085343925e-03;0,23999999999999999;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2004;[85,Inf];9227,5000000000000;1095211;8,42531713067162e-03;0,25000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[60,65);9882,3199999999997;2745892;3,59894708167692e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[65,70);24705,8000000000029;2652896;9,31276612426571e-03;0,05000000000000001;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[70,75);54352,7600000000020;2585613;2,10212278480964e-02;0,11000000000000001;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[75,80);88940,8799999999901;2195597;4,05087454573858e-02;0,17999999999999999;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[80,85);143293,6399999999849;1704515;8,40671041322605e-02;0,28999999999999998;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2004;[85,Inf];172940,5999999999767;1095211;1,57906193418437e-01;0,34999999999999998;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[60,65);8205,4000000000015;2745892;2,98824571396107e-03;0,07000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[65,70);12894,2000000000007;2652896;4,86042423072748e-03;0,11000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[70,75);16410,8000000000029;2585613;6,34696685080095e-03;0,14000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[75,80);18755,2000000000007;2195597;8,54218693139041e-03;0,16000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[80,85);22271,7999999999993;1704515;1,30663561188960e-02;0,19000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2004;[85,Inf];38682,5999999999985;1095211;3,53197694325568e-02;0,32999999999999996;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[60,65);7478,6199999999999;2745892;2,72356669526697e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[65,70);14957,2399999999998;2652896;5,63808004535421e-03;0,04000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[70,75);22435,8600000000006;2585613;8,67719183033192e-03;0,06000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[75,80);44871,7200000000012;2195597;2,04371385094806e-02;0,12000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[80,85);74786,1999999999971;1704515;4,38753545730017e-02;0,19999999999999998;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2004;[85,Inf];209401,3600000000151;1095211;1,91197276141310e-01;0,56000000000000005;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[60,65);2221,8700000000003;2827885;7,85700267160793e-04;0,07000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[65,70);2856,6900000000001;2617682;1,09130520819565e-03;0,09000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[70,75);4443,7400000000007;2557359;1,73762854569890e-03;0,14000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[75,80);6348,2000000000007;2234207;2,84136608649064e-03;0,20000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[80,85);7617,8400000000001;1713243;4,44644454989748e-03;0,23999999999999999;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2005;[85,Inf];8252,6599999999999;1211752;6,81051898408255e-03;0,26000000000000001;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[60,65);10945,0599999999995;2827885;3,87040491391977e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[65,70);27362,6500000000015;2617682;1,04530076609764e-02;0,05000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[70,75);54725,3000000000029;2557359;2,13991465414125e-02;0,10000000000000001;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[75,80);103978,0700000000070;2234207;4,65391389428106e-02;0,19000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[80,85);153230,8400000000256;1713243;8,94390579736792e-02;0,28000000000000003;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2005;[85,Inf];197011,0799999999872;1211752;1,62583663984050e-01;0,35999999999999999;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[60,65);9466,2399999999998;2827885;3,34746285651644e-03;0,08000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[65,70);13016,0799999999999;2617682;4,97236868343825e-03;0,11000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[70,75);16565,9200000000019;2557359;6,47774520511199e-03;0,14000000000000001;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[75,80);18932,4799999999996;2234207;8,47391490582565e-03;0,16000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[80,85);21299,0400000000009;1713243;1,24320017650736e-02;0,18000000000000002;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2005;[85,Inf];39048,2400000000052;1211752;3,22246136173078e-02;0,33000000000000007;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[60,65);7839,0200000000004;2827885;2,77204341760715e-03;0,02000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[65,70);11758,5299999999988;2617682;4,49196273649740e-03;0,03000000000000000;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[70,75);23517,0599999999977;2557359;9,19583836293614e-03;0,05999999999999999;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[75,80);47034,1199999999953;2234207;2,10518183856733e-02;0,11999999999999998;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[80,85);90148,7300000000105;1713243;5,26187645301922e-02;0,23000000000000004;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2005;[85,Inf];211653,5400000000081;1211752;1,74667374182176e-01;0,54000000000000004;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[60,65);2550,6472217311853;3119696;8,17594798253158e-04;0,08567556419774899;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[65,70);2822,5525307878142;2546653;1,10833809348498e-03;0,09480879146779800;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[70,75);4169,7994814683943;2534369;1,64530085455922e-03;0,14006245948971799;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[75,80);5624,0543279712592;2256271;2,49263245770178e-03;0,18891049437275401;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[80,85);6906,3948500382940;1723022;4,00830334728070e-03;0,23198397265924200;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2006;[85,Inf];7697,5515880030525;1322057;5,82240522761352e-03;0,25855871781273898;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[60,65);11841,8384753612354;3119696;3,79583089998552e-03;0,01963104418845734;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[65,70);28617,0270217027573;2546653;1,12371127993106e-02;0,04744044796542349;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[70,75);57818,5031708903844;2534369;2,28137667288743e-02;0,09584977814212126;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[75,80);113923,6862316198094;2256271;5,04920225591783e-02;0,18885926566032263;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[80,85);158229,8604479201022;1723022;9,18327568933653e-02;0,26230871066595951;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2006;[85,Inf];232789,0846525057277;1322057;1,76080974309357e-01;0,38591075337771580;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[60,65);8012,8542470176662;3119696;2,56847277651978e-03;0,06825724280204500;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[65,70);11313,8132567943958;2546653;4,44262066987312e-03;0,09637635662391300;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[70,75);16352,1191138218146;2534369;6,45214612150867e-03;0,13929500403623599;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[75,80);19589,9018746075781;2256271;8,68242417449304e-03;0,16687595300026900;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[80,85);22301,2158938021894;1723022;1,29430824991220e-02;0,18997219481567901;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2006;[85,Inf];39822,0956139563568;1322057;3,01213152034718e-02;0,33922324872185800;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[60,65);7241,1204297308805;3119696;2,32109809088157e-03;0,01770241666539757;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[65,70);12937,4685011192487;2546653;5,08018505117079e-03;0,03162831777551051;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[70,75);23592,0375291232303;2534369;9,30884079197750e-03;0,05767561558726315;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[75,80);47448,8041922370176;2256271;2,10297451823106e-02;0,11599841629992891;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[80,85);87793,5242123375647;1723022;5,09532230072150e-02;0,21462942941113750;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2006;[85,Inf];230034,0451354520337;1322057;1,73997070576724e-01;0,56236580426076233;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[60,65);2947,0592944136256;3397006;8,67546096301751e-04;0,10612384927668800;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[65,70);2710,4688661444261;2546670;1,06431884230954e-03;0,09760420835954001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[70,75);3850,5489164617770;2495564;1,54295739017784e-03;0,13865858539653500;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[75,80);5325,6664188918821;2281805;2,33397087783219e-03;0,19177768883298099;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[80,85);6225,9803304934485;1737474;3,58335165331593e-03;0,22419806735662401;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2007;[85,Inf];6710,2761735948407;1419662;4,72667168212916e-03;0,24163760077763199;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[60,65);14362,5358748423969;3397006;4,22799838294145e-03;0,02194499116830700;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[65,70);29451,7201473628920;2546670;1,15647964390215e-02;0,04500025233409000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[70,75);62331,8995528641099;2495564;2,49770791503901e-02;0,09523896038354800;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[75,80);120491,5161241484311;2281805;5,28053519578353e-02;0,18410295230885701;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[80,85);172544,6437971235719;1737474;9,93077558554105e-02;0,26363663890991701;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2007;[85,Inf];255296,6845036586164;1419662;1,79829201953464e-01;0,39007620489528100;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[60,65);8918,9709306149016;3397006;2,62553876284437e-03;0,07460265263619401;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[65,70);11285,6564288062946;2546670;4,43153468207750e-03;0,09439877233366201;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[70,75);16477,6874054587461;2495564;6,60279095445308e-03;0,13782746903430901;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[75,80);19759,0719500164378;2281805;8,65940426549001e-03;0,16527458073002299;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[80,85);22243,6985859914457;1737474;1,28023202568737e-02;0,18605721802038799;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2007;[85,Inf];40867,9146991121743;1419662;2,87870737535499e-02;0,34183930724542400;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[60,65);7160,4408006578260;3397006;2,10786816410034e-03;0,01702171752025443;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[65,70);12105,2601489741082;2546670;4,75336818236132e-03;0,02877648520550583;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[70,75);22159,5066801045905;2495564;8,87955856075203e-03;0,05267732442704906;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[75,80);45332,9976207160798;2281805;1,98671655205927e-02;0,10776508057650645;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[80,85);88018,9037333047454;1737474;5,06591199254232e-02;0,20923752566366291;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2007;[85,Inf];245887,8910162426182;1419662;1,73201713517896e-01;0,58452186660702143;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[60,65);3112,9789853785614;3643459;8,54402090260536e-04;0,11922097910377086;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[65,70);2533,3528088557509;2575960;9,83459684488793e-04;0,09702243532824291;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[70,75);3366,4688332445494;2481769;1,35647952458289e-03;0,12892914224826887;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[75,80);4807,0330906292438;2282334;2,10619177150638e-03;0,18409992304504780;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[80,85);5536,5892381459835;1758570;3,14834737209550e-03;0,21204049014384677;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2008;[85,Inf];6754,5770437459132;1508900;4,47649085011990e-03;0,25868703013082273;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[60,65);13619,7026976807847;3643459;3,73812432023546e-03;0,02010190307731252;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[65,70);29152,4583343202867;2575960;1,13171238428859e-02;0,04302736299828980;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[70,75);59657,6302306392099;2481769;2,40383493510634e-02;0,08805125393248625;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[75,80);116899,8768473800737;2282334;5,12194432749020e-02;0,17253753964364846;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[80,85);176594,5339090960915;1758570;1,00419394115160e-01;0,26064344306343173;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2008;[85,Inf];281608,7979808835662;1508900;1,86631849679159e-01;0,41563849728483127;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[60,65);9349,0164383956326;3643459;2,56597273041789e-03;0,07779242994529520;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[65,70);9678,8354389321703;2575960;3,75737023825377e-03;0,08053682788949958;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[70,75);15392,5895475052657;2481769;6,20226521787695e-03;0,12808052611109483;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[75,80);19524,3937091126427;2282334;8,55457339246256e-03;0,16246094333546329;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[80,85);21604,5433904736419;1758570;1,22852905431536e-02;0,17976970511049054;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2008;[85,Inf];44629,6214755806504;1508900;2,95775872990792e-02;0,37135956760815658;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[60,65);7692,1681919611065;3643459;2,11122677432657e-03;0,01756627903547686;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[65,70);11828,8070461716234;2575960;4,59199950549373e-03;0,02701294616087825;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[70,75);21836,8042741008212;2481769;8,79888671109230e-03;0,04986778598039895;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[75,80);44850,8933834010168;2282334;1,96513277125088e-02;0,10242408752666401;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[80,85);87857,3021164071542;1758570;4,99595137619811e-02;0,20063600349949334;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2008;[85,Inf];263828,0249879583134;1508900;1,74847919005871e-01;0,60249289779708848;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[60,65);2654,8317451855751;3873473;6,85387956798866e-04;0,10728326780835588;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[65,70);2433,8705937229361;2609263;9,32780863302372e-04;0,09835410141933790;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[70,75);3260,0014659825410;2462980;1,32360046203483e-03;0,13173852202305586;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[75,80);4509,9160391817168;2292174;1,96752778767306e-03;0,18224828413407079;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[80,85);5268,4393949490277;1775893;2,96664235680248e-03;0,21290064636502978;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2009;[85,Inf];6618,9407609782065;1591391;4,15921716346153e-03;0,26747517825014977;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[60,65);14517,6157365050512;3873473;3,74795841780879e-03;0,02076852698993598;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[65,70);29731,4881665488210;2609263;1,13945923299218e-02;0,04253310086485197;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[70,75);60644,3200124293071;2462980;2,46223355497931e-02;0,08675620155707892;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[75,80);120407,7606725474034;2292174;5,25299391200439e-02;0,17225223981080284;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[80,85);174690,4424036318378;1775893;9,83676620177183e-02;0,24990764556612377;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2009;[85,Inf];299028,3730083376286;1591391;1,87903772868099e-01;0,42778228521120659;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[60,65);8451,7353308364545;3873473;2,18195281878471e-03;0,06991260923845193;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[65,70);9316,1173533083711;2609263;3,57040181587995e-03;0,07706276245602092;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[70,75);15202,1473158551798;2462980;6,17225771863969e-03;0,12575190103279987;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[75,80);19293,0982105701005;2292174;8,41694313371066e-03;0,15959217644610885;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[80,85);22222,3928422805147;1775893;1,25133624842716e-02;0,18382325123898183;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2009;[85,Inf];46404,5089471493920;1591391;2,91597155866468e-02;0,38385729958763659;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[60,65);7889,9293613425052;3873473;2,03691347825130e-03;0,01756627903547687;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[65,70);12132,9187940507909;2609263;4,64994091973511e-03;0,02701294616087825;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[70,75);22398,2158086681520;2462980;9,09394952807905e-03;0,04986778598039895;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[75,80);46003,9837607762020;2292174;2,00700225029933e-02;0,10242408752666401;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[80,85);90116,0622438044520;1775893;5,07440832549058e-02;0,20063600349949337;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2009;[85,Inf];270610,8900313579361;1591391;1,70046764139899e-01;0,60249289779708848;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2016;[60,65);5603,6706481097099;4064409;1,37871721278781e-03;0,04564810968009995;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2016;[65,70);10919,1889488990710;3951340;2,76341417061024e-03;0,08894889904445390;FALSE;TRUE;TRUE
